epoch,train_loss,val_loss,lr,train_accuracy,train_bce,val_accuracy,val_bce,val_best_accuracy,val_best_threshold
0.0,0.6897393465042114,0.6167352199554443,0.001,0.5346534848213196,0.6905701756477356,0.5381062626838684,0.6934437155723572,0.5381062626838684,0.10000000149011612
1.0,0.6972908973693848,0.6152692437171936,0.001,0.5468841195106506,0.6895521879196167,0.5381062626838684,0.688515305519104,0.5727482438087463,0.5
2.0,0.6911535263061523,0.5696250200271606,0.001,0.5329062342643738,0.6922478675842285,0.4965358078479767,0.7086622714996338,0.5519630312919617,0.3700000047683716
3.0,0.6835274696350098,0.4811825454235077,0.001,0.5509609580039978,0.6862987279891968,0.505773663520813,0.7124881148338318,0.542725145816803,0.3799999952316284
4.0,0.6848887801170349,0.29711905121803284,0.001,0.5567851066589355,0.6897276043891907,0.505773663520813,0.7243765592575073,0.5381062626838684,0.10000000149011612
5.0,0.6738234162330627,0.5070961713790894,0.001,0.5573675036430359,0.6820823550224304,0.487297922372818,0.7510038614273071,0.5612009167671204,0.27000001072883606
6.0,0.670263409614563,0.28618124127388,0.001,0.5643564462661743,0.6781493425369263,0.49884527921676636,0.7198456525802612,0.5588914752006531,0.3400000035762787
7.0,0.669479489326477,0.3920955955982208,0.001,0.5468841195106506,0.6823668479919434,0.4780600368976593,0.7279092669487,0.5612009167671204,0.3199999928474426
8.0,0.6670844554901123,0.1402934491634369,0.001,0.5789167284965515,0.6707741022109985,0.480369508266449,0.7492798566818237,0.5542725324630737,0.28999999165534973
9.0,0.6636275053024292,0.943608283996582,0.001,0.5870704650878906,0.6714251637458801,0.4965358078479767,0.7961398363113403,0.5496535897254944,0.2199999988079071
10.0,0.6542134284973145,0.27724114060401917,0.001,0.5911473631858826,0.6628394722938538,0.48960739374160767,0.7291167378425598,0.5542725324630737,0.30000001192092896
11.0,0.6549075245857239,0.7350141406059265,0.001,0.5894001126289368,0.6657599210739136,0.49884527921676636,0.7319055199623108,0.5588914752006531,0.30000001192092896
