epoch,train_loss,val_loss,lr,train_accuracy,train_bce,val_accuracy,val_bce,val_best_accuracy,val_best_threshold
0.0,0.6528761982917786,0.5148105621337891,0.001,0.5346534848213196,0.6923598051071167,0.5381062626838684,0.6973307728767395,0.5381062626838684,0.10000000149011612
1.0,0.7051186561584473,0.48301389813423157,0.001,0.5393127799034119,0.7035632133483887,0.5381062626838684,0.6994918584823608,0.542725145816803,0.5899999737739563
2.0,0.6890586614608765,0.6377532482147217,0.001,0.5457192659378052,0.6891491413116455,0.461893767118454,0.6910102367401123,0.5588914752006531,0.5
3.0,0.6889256238937378,0.434792697429657,0.001,0.5352358818054199,0.6888184547424316,0.4665127098560333,0.7143111228942871,0.5381062626838684,0.10000000149011612
4.0,0.684554934501648,0.39748916029930115,0.001,0.5398951768875122,0.6865792274475098,0.5103926062583923,0.7122188806533813,0.5404157042503357,0.3499999940395355
5.0,0.6845374703407288,0.27355507016181946,0.001,0.5480489134788513,0.6849291920661926,0.5127021074295044,0.7062867283821106,0.5496535897254944,0.36000001430511475
6.0,0.6760116219520569,0.053563378751277924,0.001,0.5503785610198975,0.6808052659034729,0.47575056552886963,0.8177002668380737,0.545034646987915,0.17000000178813934
7.0,0.6705679893493652,0.05864006653428078,0.001,0.5614444017410278,0.6792981624603271,0.49191686511039734,0.738665759563446,0.545034646987915,0.25
8.0,0.671806275844574,0.02592778019607067,0.001,0.5527082085609436,0.676978349685669,0.487297922372818,0.8367992639541626,0.545034646987915,0.1599999964237213
9.0,0.6621448397636414,0.025427842512726784,0.001,0.5556202530860901,0.6788569688796997,0.49191686511039734,0.8558143973350525,0.545034646987915,0.11999999731779099
10.0,0.6624270677566528,0.03218216821551323,0.001,0.559697151184082,0.6748540997505188,0.5034642219543457,0.7515609264373779,0.545034646987915,0.12999999523162842
11.0,0.6618788838386536,0.022686079144477844,0.001,0.5649388432502747,0.677000880241394,0.4965358078479767,0.822425901889801,0.542725145816803,0.10000000149011612
12.0,0.6557801365852356,0.03222562372684479,0.001,0.5754222273826599,0.6682789921760559,0.48960739374160767,0.7938022613525391,0.5381062626838684,0.10000000149011612
