epoch,train_loss,val_loss,lr,train_accuracy,train_bce,val_accuracy,val_bce,val_best_accuracy,val_best_threshold
0.0,0.6301887035369873,0.3771713674068451,0.0004,0.4759441316127777,0.6956942677497864,0.539170503616333,0.7001552581787109,0.5622119903564453,0.5600000023841858
1.0,0.5964847207069397,0.3498745262622833,0.0004,0.5168132185935974,0.6874637603759766,0.5069124698638916,0.7195445895195007,0.5345622301101685,0.6700000166893005
2.0,0.590865969657898,0.27731361985206604,0.0004,0.4650801718235016,0.6985715627670288,0.52073734998703,0.7110247611999512,0.52073734998703,0.550000011920929
3.0,0.5829077959060669,0.2516697943210602,0.0004,0.49715468287467957,0.685394823551178,0.4976958632469177,0.7393834590911865,0.539170503616333,0.6800000071525574
4.0,0.5779284238815308,0.36917439103126526,0.0004,0.47128814458847046,0.6911748051643372,0.5253456234931946,0.7040995359420776,0.539170503616333,0.6000000238418579
5.0,0.5733823180198669,0.29467666149139404,0.0004,0.49456802010536194,0.6802746057510376,0.5161290168762207,0.7121247053146362,0.5483871102333069,0.7099999785423279
6.0,0.5703048706054688,0.20850127935409546,0.0004,0.48784273862838745,0.6879218816757202,0.5115207433700562,0.7176674604415894,0.539170503616333,0.7400000095367432
7.0,0.5701084733009338,0.300074964761734,0.0004,0.48836004734039307,0.6928594708442688,0.4838709533214569,0.7205786108970642,0.5345622301101685,0.6800000071525574
8.0,0.5649845600128174,0.1202307939529419,0.0004,0.5499224066734314,0.6685541868209839,0.4700460731983185,0.7745710015296936,0.5483871102333069,0.7200000286102295
9.0,0.560115396976471,0.1944548636674881,0.0004,0.5075013041496277,0.6771172881126404,0.5622119903564453,0.7232743501663208,0.5622119903564453,0.5600000023841858
10.0,0.5561385750770569,0.09375330805778503,0.0004,0.5530263781547546,0.6637479066848755,0.539170503616333,0.7638005614280701,0.5529953837394714,0.5199999809265137
11.0,0.5497881770133972,0.20947058498859406,0.0004,0.4981893301010132,0.6848971843719482,0.5437787771224976,0.7311185598373413,0.5622119903564453,0.6700000166893005
12.0,0.5504733920097351,0.08576259762048721,0.0004,0.5654423236846924,0.6474143862724304,0.5345622301101685,0.753389298915863,0.557603657245636,0.6399999856948853
13.0,0.5392656326293945,0.08649923652410507,0.0004,0.5732022523880005,0.6409353613853455,0.5345622301101685,0.8373925089836121,0.5483871102333069,0.5799999833106995
14.0,0.5260650515556335,0.10208656638860703,0.0004,0.5695809721946716,0.6311531066894531,0.5115207433700562,0.8059356808662415,0.5437787771224976,0.6399999856948853
15.0,0.5159341096878052,0.05901992321014404,0.0004,0.5897568464279175,0.6206657290458679,0.5115207433700562,0.8718200325965881,0.5622119903564453,0.6700000166893005
16.0,0.5147982835769653,0.11095278710126877,0.0004,0.582514226436615,0.6192586421966553,0.5253456234931946,0.9316112399101257,0.5437787771224976,0.6399999856948853
17.0,0.5056037902832031,0.11467169225215912,0.0004,0.5985514521598816,0.61452317237854,0.5345622301101685,0.8950406312942505,0.5483871102333069,0.3700000047683716
18.0,0.49410051107406616,0.042261842638254166,0.0004,0.6130367517471313,0.5887938141822815,0.5069124698638916,1.0293679237365723,0.5345622301101685,0.3199999928474426
19.0,0.4795418381690979,0.14119704067707062,0.0004,0.629073977470398,0.5926913619041443,0.4746543765068054,1.3809736967086792,0.539170503616333,0.7300000190734863
20.0,0.4785471558570862,0.12296178191900253,0.0004,0.6213140487670898,0.5798273086547852,0.5345622301101685,0.9396725296974182,0.5529953837394714,0.6000000238418579
21.0,0.4694644808769226,0.06410032510757446,0.0004,0.5437144041061401,0.5627053380012512,0.5023041367530823,1.1395955085754395,0.5760368704795837,0.8999999761581421
22.0,0.4431721270084381,0.0391203798353672,0.0004,0.5333678126335144,0.5645632147789001,0.5345622301101685,0.9351662397384644,0.539170503616333,0.8399999737739563
23.0,0.4355473220348358,0.0189298577606678,0.0004,0.5809622406959534,0.5168507695198059,0.5437787771224976,1.1583088636398315,0.5483871102333069,0.6299999952316284
24.0,0.428631454706192,0.017230713739991188,0.0004,0.5618209838867188,0.5111502408981323,0.5253456234931946,1.2113946676254272,0.5345622301101685,0.3400000035762787
25.0,0.4178760349750519,0.005503241904079914,0.0004,0.6104500889778137,0.48972317576408386,0.52073734998703,1.3895548582077026,0.5299538969993591,0.46000000834465027
26.0,0.39215120673179626,0.02493939734995365,0.0004,0.5773409008979797,0.4787258505821228,0.5299538969993591,1.1716934442520142,0.5437787771224976,0.46000000834465027
27.0,0.38058385252952576,0.0045012542977929115,0.0004,0.5938954949378967,0.4694780707359314,0.539170503616333,1.2209022045135498,0.557603657245636,0.8100000023841858
28.0,0.36485257744789124,0.010112825781106949,0.0004,0.6047594547271729,0.4588104784488678,0.5161290168762207,1.318720817565918,0.52073734998703,0.8899999856948853
29.0,0.3644193112850189,0.016280293464660645,0.0004,0.6326953172683716,0.4464370608329773,0.52073734998703,1.3168286085128784,0.5529953837394714,0.5299999713897705
30.0,0.34818053245544434,0.01065974310040474,0.0004,0.612519383430481,0.44188180565834045,0.5253456234931946,1.2443476915359497,0.5483871102333069,0.5699999928474426
31.0,0.3327237367630005,0.001162110362201929,0.0004,0.6678737998008728,0.3973846435546875,0.5069124698638916,1.519027829170227,0.5299538969993591,0.4399999976158142
32.0,0.32306671142578125,0.006471677217632532,0.0004,0.6554578542709351,0.4254249632358551,0.5345622301101685,1.388413429260254,0.5345622301101685,0.8999999761581421
33.0,0.30970945954322815,0.0015481270384043455,0.0004,0.7108122110366821,0.366515189409256,0.48847925662994385,1.6838103532791138,0.52073734998703,0.5400000214576721
34.0,0.3027900159358978,0.006175116170197725,0.0004,0.6921883225440979,0.349210649728775,0.4976958632469177,1.5035231113433838,0.52073734998703,0.3199999928474426
35.0,0.27684614062309265,0.001215952099300921,0.0004,0.7278841137886047,0.3302733302116394,0.5069124698638916,1.7431381940841675,0.5115207433700562,0.3499999940395355
36.0,0.26111623644828796,0.0013450136175379157,0.0004,0.7040868997573853,0.33923768997192383,0.47926267981529236,1.7671281099319458,0.5023041367530823,0.3700000047683716
37.0,0.24949303269386292,0.000943344144616276,0.0004,0.7273668050765991,0.32906922698020935,0.4838709533214569,1.7849550247192383,0.48847925662994385,0.10000000149011612
38.0,0.24714167416095734,0.0006390584167093039,0.0004,0.7501293420791626,0.29008543491363525,0.4746543765068054,1.9045809507369995,0.4976958632469177,0.800000011920929
39.0,0.22870849072933197,0.0008483858546242118,0.0004,0.7682359218597412,0.29660704731941223,0.47926267981529236,2.067349910736084,0.5161290168762207,0.6200000047683716
40.0,0.22379931807518005,0.0005572513910010457,0.0004,0.7703052163124084,0.27938807010650635,0.5069124698638916,1.7928441762924194,0.52073734998703,0.7699999809265137
41.0,0.21706204116344452,0.000633371586445719,0.0004,0.7449560165405273,0.320059210062027,0.5115207433700562,1.8568894863128662,0.5115207433700562,0.8899999856948853
42.0,0.21234086155891418,0.0005940975388512015,0.0004,0.8096223473548889,0.23070576786994934,0.5115207433700562,1.9204187393188477,0.52073734998703,0.8700000047683716
43.0,0.20893284678459167,0.0009887079941108823,0.0004,0.8106570243835449,0.23729398846626282,0.5437787771224976,1.8108495473861694,0.5483871102333069,0.6700000166893005
44.0,0.18883347511291504,0.0008726214873604476,0.0004,0.8096223473548889,0.23650246858596802,0.52073734998703,1.976458191871643,0.5437787771224976,0.47999998927116394
45.0,0.17561863362789154,0.0005967962788417935,0.0004,0.8618727326393127,0.17651738226413727,0.48847925662994385,2.20401668548584,0.5253456234931946,0.800000011920929
46.0,0.19009068608283997,0.0008722847560420632,0.0004,0.8065183758735657,0.21658670902252197,0.5299538969993591,1.9175184965133667,0.5299538969993591,0.8999999761581421
47.0,0.15370166301727295,0.00046950389514677227,0.0004,0.8318675756454468,0.1769358515739441,0.4700460731983185,2.0690646171569824,0.5023041367530823,0.10000000149011612
48.0,0.1646142601966858,0.0004977511707693338,0.0004,0.8572167754173279,0.15644247829914093,0.4838709533214569,2.294895887374878,0.5023041367530823,0.7099999785423279
49.0,0.1445343941450119,0.0005349315470084548,0.0004,0.8722193241119385,0.16022346913814545,0.5115207433700562,2.3406331539154053,0.52073734998703,0.8600000143051147
50.0,0.1410963535308838,0.00042901793494820595,0.0004,0.8520434498786926,0.15610525012016296,0.4976958632469177,2.2610223293304443,0.5253456234931946,0.25999999046325684
51.0,0.1192137748003006,0.00029559986433014274,0.0004,0.8918778896331787,0.13301409780979156,0.47926267981529236,2.4629628658294678,0.5023041367530823,0.10999999940395355
