epoch,train_loss,val_loss,lr,train_accuracy,train_bce,train_precision,train_recall,train_f1,val_accuracy,val_bce,val_precision,val_recall,val_f1,val_best_accuracy,val_best_threshold
0.0,0.5754787921905518,0.7616333961486816,0.0004,0.533923327922821,0.7312359809875488,0.533923327922821,1.0,0.6961538195610046,0.4434782564640045,0.7957591414451599,0.0,0.0,0.0,0.5565217137336731,0.10000000149011612
1.0,0.6006178855895996,0.6106323599815369,0.0004,0.533923327922821,0.6971850991249084,0.5340572595596313,0.9963167309761047,0.6953727602958679,0.5565217137336731,0.7368901371955872,0.5565217137336731,1.0,0.7150837779045105,0.5652173757553101,0.3199999928474426
2.0,0.5888983011245728,0.7836335301399231,0.0004,0.54523104429245,0.6889244318008423,0.5405950546264648,0.9871086478233337,0.6985989212989807,0.5478261113166809,0.7573838829994202,0.557692289352417,0.90625,0.6904761791229248,0.573913037776947,0.3499999940395355
3.0,0.5820306539535522,0.6993680596351624,0.0004,0.5457227230072021,0.708197832107544,0.5440696477890015,0.920810341835022,0.6839945316314697,0.5130434632301331,0.8034226894378662,0.5714285969734192,0.5,0.5333333611488342,0.5652173757553101,0.10000000149011612
4.0,0.5796758532524109,0.5786194205284119,0.0004,0.5447394251823425,0.6846867799758911,0.5401203632354736,0.9917126893997192,0.6993506550788879,0.530434787273407,0.7140461802482605,0.5446428656578064,0.953125,0.6931818127632141,0.5565217137336731,0.10000000149011612
5.0,0.5783147215843201,0.6770051717758179,0.0004,0.5432645082473755,0.7169823050498962,0.5436839461326599,0.899631679058075,0.6777662038803101,0.4521739184856415,0.7747560143470764,0.5064935088157654,0.609375,0.5531914830207825,0.5565217137336731,0.10000000149011612
6.0,0.5767160654067993,0.6509463787078857,0.0004,0.554080605506897,0.6978519558906555,0.5467851758003235,0.9631676077842712,0.6975658535957336,0.52173912525177,0.7582956552505493,0.5436893105506897,0.875,0.6706587076187134,0.5652173757553101,0.10000000149011612
7.0,0.572769284248352,0.6042060256004333,0.0004,0.5506391525268555,0.6896433234214783,0.5441478490829468,0.9760589599609375,0.6987475156784058,0.47826087474823,0.7730841040611267,0.5249999761581421,0.65625,0.5833333134651184,0.5652173757553101,0.2800000011920929
8.0,0.5727716684341431,0.8240143656730652,0.0004,0.554080605506897,0.6994603276252747,0.5486148595809937,0.930018424987793,0.6901264190673828,0.52173912525177,0.7974339127540588,0.6285714507102966,0.34375,0.4444444477558136,0.573913037776947,0.3400000035762787
9.0,0.571414589881897,1.2032018899917603,0.0004,0.5757128596305847,0.7314109802246094,0.5853098630905151,0.7044199109077454,0.6393648386001587,0.469565212726593,0.9073750376701355,0.7142857313156128,0.078125,0.14084507524967194,0.5565217137336731,0.10000000149011612
10.0,0.5685746073722839,0.9056167006492615,0.0004,0.5766961574554443,0.7018513083457947,0.57170170545578,0.8259668350219727,0.6757062077522278,0.4956521689891815,0.7983011603355408,0.5428571701049805,0.59375,0.5671641826629639,0.573913037776947,0.27000001072883606
11.0,0.5628789663314819,0.9502314329147339,0.0004,0.5919370651245117,0.6855679750442505,0.5779536962509155,0.8738489747047424,0.6957477927207947,0.539130449295044,0.8203957676887512,0.6170212626457214,0.453125,0.522522509098053,0.573913037776947,0.23000000417232513
12.0,0.5547885894775391,0.6541555523872375,0.0004,0.5757128596305847,0.660912811756134,0.5603681802749634,0.9530386924743652,0.7057620286941528,0.5043478012084961,0.7766458988189697,0.5376344323158264,0.78125,0.6369426846504211,0.573913037776947,0.3799999952316284
13.0,0.5512271523475647,0.3350280225276947,0.0004,0.596853494644165,0.6618567109107971,0.5846055746078491,0.8462246656417847,0.6914973855018616,0.6086956262588501,0.824312150478363,0.641791045665741,0.671875,0.6564885377883911,0.6173912882804871,0.3700000047683716
14.0,0.5438662767410278,0.4329542815685272,0.0004,0.5924286842346191,0.6376026272773743,0.5701802372932434,0.9613259434700012,0.7158039212226868,0.5565217137336731,0.7157555818557739,0.5643564462661743,0.890625,0.6909090876579285,0.582608699798584,0.4300000071525574
15.0,0.5344992876052856,0.3330845236778259,0.0004,0.6337266564369202,0.6289064884185791,0.6163822412490845,0.8314917087554932,0.7079576849937439,0.5652173757553101,0.781785249710083,0.5945945978164673,0.6875,0.6376811861991882,0.6086956262588501,0.4300000071525574
16.0,0.5244900584220886,0.638379693031311,0.0004,0.6411013007164001,0.619394063949585,0.6189839839935303,0.8526703715324402,0.7172734141349792,0.6086956262588501,0.840554416179657,0.6938775777816772,0.53125,0.6017699241638184,0.6173912882804871,0.36000001430511475
17.0,0.5111050605773926,0.49991655349731445,0.0004,0.6607669591903687,0.6068980693817139,0.6458026766777039,0.8075506687164307,0.7176759243011475,0.582608699798584,0.8076107501983643,0.6212121248245239,0.640625,0.6307692527770996,0.6086956262588501,0.4300000071525574
18.0,0.5032013654708862,0.5841794610023499,0.0004,0.6548672318458557,0.6038825511932373,0.6315068602561951,0.8489871025085449,0.7242733836174011,0.573913037776947,0.8673449754714966,0.6271186470985413,0.578125,0.6016260385513306,0.6173912882804871,0.38999998569488525
19.0,0.485824853181839,0.4514934718608856,0.0004,0.6912487745285034,0.602520227432251,0.6895695328712463,0.7670350074768066,0.7262423634529114,0.5130434632301331,0.8108667135238647,0.5645161271095276,0.546875,0.5555555820465088,0.6086956262588501,0.27000001072883606
20.0,0.4743116497993469,0.6499334573745728,0.0004,0.6843658089637756,0.5568149089813232,0.6516393423080444,0.8784530162811279,0.748235285282135,0.539130449295044,0.8716548681259155,0.5873016119003296,0.578125,0.5826771855354309,0.6000000238418579,0.25
21.0,0.4483592212200165,0.4339866638183594,0.0004,0.7015732526779175,0.5619246959686279,0.6929895281791687,0.7918968796730042,0.7391490936279297,0.582608699798584,0.8357483148574829,0.6111111044883728,0.6875,0.6470588445663452,0.6173912882804871,0.4099999964237213
22.0,0.43817245960235596,0.5447331666946411,0.0004,0.7143559455871582,0.5351368188858032,0.6885735392570496,0.8489871025085449,0.7604123950004578,0.5478261113166809,0.9058243632316589,0.6071428656578064,0.53125,0.5666666626930237,0.6000000238418579,0.30000001192092896
23.0,0.41696423292160034,0.3142842948436737,0.0004,0.728613555431366,0.5095136761665344,0.7047545909881592,0.8462246656417847,0.769037663936615,0.539130449295044,0.9988111257553101,0.5846154093742371,0.59375,0.5891472697257996,0.5652173757553101,0.44999998807907104
24.0,0.39257141947746277,0.5840287208557129,0.0004,0.7158308625221252,0.49648845195770264,0.6835260391235352,0.8710865378379822,0.7659919261932373,0.573913037776947,1.010750651359558,0.6056337952613831,0.671875,0.6370370388031006,0.6086956262588501,0.4399999976158142
25.0,0.38460981845855713,0.5777724385261536,0.0004,0.7325466871261597,0.4905174672603607,0.7196110486984253,0.8176795840263367,0.7655172348022461,0.530434787273407,1.2111146450042725,0.6086956262588501,0.4375,0.5090909004211426,0.5565217137336731,0.4000000059604645
26.0,0.37162116169929504,0.3246445953845978,0.0004,0.7502458095550537,0.4559786021709442,0.7091172337532043,0.9023941159248352,0.794165313243866,0.573913037776947,1.0807464122772217,0.6027397513389587,0.6875,0.6423357725143433,0.591304361820221,0.38999998569488525
27.0,0.35666394233703613,0.15545295178890228,0.0004,0.7718780636787415,0.43508288264274597,0.7487999796867371,0.8618784546852112,0.801369845867157,0.539130449295044,1.3379462957382202,0.5964912176132202,0.53125,0.5619834661483765,0.582608699798584,0.20000000298023224
28.0,0.33792078495025635,0.9484797716140747,0.0004,0.7792527079582214,0.4249265789985657,0.7634408473968506,0.8499079346656799,0.8043572902679443,0.48695650696754456,1.4700555801391602,0.5471698045730591,0.453125,0.49572649598121643,0.539130449295044,0.10999999940395355
29.0,0.31545788049697876,1.150469183921814,0.0004,0.7890855669975281,0.4566652178764343,0.819242000579834,0.7762430906295776,0.7971631288528442,0.582608699798584,1.419391393661499,0.6818181872367859,0.46875,0.5555555820465088,0.6000000238418579,0.17000000178813934
30.0,0.3253440260887146,0.11371121555566788,0.0004,0.7733529806137085,0.4003136157989502,0.7236936092376709,0.9309391975402832,0.8143374919891357,0.539130449295044,1.3069554567337036,0.577464759349823,0.640625,0.6074073910713196,0.573913037776947,0.46000000834465027
31.0,0.3123358488082886,0.12460628896951675,0.0004,0.7822025418281555,0.39104163646698,0.730135977268219,0.939226508140564,0.8215867877006531,0.5478261113166809,1.246941328048706,0.574999988079071,0.71875,0.6388888955116272,0.5565217137336731,0.10000000149011612
