epoch,train_loss,val_loss,lr,train_accuracy,train_bce,val_accuracy,val_bce,val_best_accuracy,val_best_threshold
0.0,0.6023117899894714,0.7572691440582275,0.0004,0.5422812104225159,0.7147750854492188,0.4434782564640045,0.7226102352142334,0.643478274345398,0.3799999952316284
1.0,0.5976624488830566,0.6491290330886841,0.0004,0.5349065661430359,0.713229238986969,0.5652173757553101,0.7224451303482056,0.6086956262588501,0.4000000059604645
2.0,0.5890719294548035,0.6041017770767212,0.0004,0.5344149470329285,0.6869814991950989,0.573913037776947,0.6990944147109985,0.6086956262588501,0.46000000834465027
3.0,0.5911960601806641,0.5198066830635071,0.0004,0.533923327922821,0.6884670257568359,0.5130434632301331,0.729089081287384,0.5565217137336731,0.10000000149011612
4.0,0.5814879536628723,0.7679861783981323,0.0004,0.5526056885719299,0.6898705959320068,0.4434782564640045,0.7857675552368164,0.5652173757553101,0.14000000059604645
5.0,0.5828936696052551,1.0971615314483643,0.0004,0.5501474738121033,0.6845802068710327,0.4434782564640045,0.922768235206604,0.582608699798584,0.23000000417232513
6.0,0.5750585198402405,0.7306500673294067,0.0004,0.5565388202667236,0.6950342059135437,0.417391300201416,0.8250625133514404,0.582608699798584,0.2800000011920929
7.0,0.5743995308876038,0.9450019598007202,0.0004,0.5668632984161377,0.6976348161697388,0.4434782564640045,0.8470032215118408,0.573913037776947,0.25
8.0,0.5701792240142822,0.8609246611595154,0.0004,0.5673549771308899,0.6825360655784607,0.539130449295044,0.786733090877533,0.626086950302124,0.4399999976158142
9.0,0.5685517191886902,0.8722943663597107,0.0004,0.5526056885719299,0.6803348660469055,0.643478274345398,0.7938559055328369,0.643478274345398,0.3799999952316284
10.0,0.5643731355667114,0.5030197501182556,0.0004,0.5575221180915833,0.6713302135467529,0.582608699798584,0.7808354496955872,0.591304361820221,0.20000000298023224
11.0,0.5680911540985107,0.5941464900970459,0.0004,0.5801376700401306,0.6616575121879578,0.634782612323761,0.849461019039154,0.634782612323761,0.3799999952316284
12.0,0.5520493984222412,0.6461317539215088,0.0004,0.5781710743904114,0.6693167686462402,0.539130449295044,0.8220861554145813,0.582608699798584,0.25
