epoch,train_loss,val_loss,lr,train_accuracy,train_bce,train_precision,train_recall,train_f1,train_best_accuracy,train_best_threshold,train_best_f1,train_best_f1_threshold,train_accuracy_at_best_f1,val_accuracy,val_bce,val_precision,val_recall,val_f1,val_best_accuracy,val_best_threshold,val_best_f1,val_best_f1_threshold,val_accuracy_at_best_f1
0.0,0.6262960433959961,0.37419435381889343,0.001,0.531158983707428,0.6933174729347229,0.5367121696472168,0.899782121181488,0.6723646521568298,0.5375655293464661,0.4699999988079071,0.6967741847038269,0.20000000298023224,0.5346534848213196,0.5011547207832336,0.6946126222610474,0.5328185558319092,0.5922746658325195,0.5609756112098694,0.545034646987915,0.46000000834465027,0.7001522183418274,0.46000000834465027,0.545034646987915
1.0,0.5828956365585327,0.5216081142425537,0.001,0.4944670796394348,0.7152185440063477,0.6126126050949097,0.14814814925193787,0.23859648406505585,0.5346534848213196,0.20000000298023224,0.6967741847038269,0.20000000298023224,0.5346534848213196,0.47113165259361267,0.7106165885925293,0.5249999761581421,0.18025751411914825,0.2683705985546112,0.5496535897254944,0.4099999964237213,0.6996996998786926,0.20000000298023224,0.5381062626838684
2.0,0.5765573978424072,0.44072669744491577,0.001,0.5329062342643738,0.6961809396743774,0.5369898080825806,0.9172113537788391,0.67739337682724,0.5346534848213196,0.20000000298023224,0.6967741847038269,0.20000000298023224,0.5346534848213196,0.5150115489959717,0.6945913434028625,0.5320334434509277,0.8197425007820129,0.6452702879905701,0.545034646987915,0.4399999976158142,0.7007519006729126,0.4300000071525574,0.5404157042503357
3.0,0.5766334533691406,0.4550988972187042,0.001,0.5346534848213196,0.6943994164466858,0.5346534848213196,1.0,0.6967741847038269,0.5346534848213196,0.20000000298023224,0.6967741847038269,0.20000000298023224,0.5346534848213196,0.5381062626838684,0.6939170360565186,0.5381062626838684,1.0,0.6996996998786926,0.5404157042503357,0.46000000834465027,0.6996996998786926,0.20000000298023224,0.5381062626838684
4.0,0.5795796513557434,0.48442021012306213,0.001,0.5317413806915283,0.6995657682418823,0.5377483367919922,0.8845316171646118,0.6688632369041443,0.5346534848213196,0.20000000298023224,0.6967741847038269,0.20000000298023224,0.5346534848213196,0.542725145816803,0.6993152499198914,0.5427873134613037,0.9527897238731384,0.6915887594223022,0.542725145816803,0.4300000071525574,0.6996996998786926,0.20000000298023224,0.5381062626838684
5.0,0.5767872929573059,0.4812556803226471,0.001,0.5259172916412354,0.7064049243927002,0.5326223373413086,0.9248365759849548,0.6759554147720337,0.5381479263305664,0.4099999964237213,0.6970387101173401,0.3799999952316284,0.5352358818054199,0.505773663520813,0.706632137298584,0.5342960357666016,0.6351931095123291,0.5803921818733215,0.542725145816803,0.4000000059604645,0.7009063363075256,0.4000000059604645,0.542725145816803
6.0,0.5769010782241821,0.45624324679374695,0.001,0.5393127799034119,0.7008798122406006,0.5380923748016357,0.9771241545677185,0.6940038800239563,0.5393127799034119,0.4000000059604645,0.6967741847038269,0.20000000298023224,0.5346534848213196,0.531177818775177,0.702785313129425,0.5348837375640869,0.9871244430541992,0.6938160061836243,0.5381062626838684,0.20000000298023224,0.6996996998786926,0.20000000298023224,0.5381062626838684
7.0,0.576397180557251,0.3938126266002655,0.001,0.5346534848213196,0.6911525130271912,0.5346534848213196,1.0,0.6967741847038269,0.5393127799034119,0.4300000071525574,0.6982067823410034,0.4300000071525574,0.5393127799034119,0.5381062626838684,0.6937013864517212,0.5381062626838684,1.0,0.6996996998786926,0.5381062626838684,0.20000000298023224,0.6996996998786926,0.20000000298023224,0.5381062626838684
8.0,0.5774257183074951,0.49610573053359985,0.001,0.5340710282325745,0.7015673518180847,0.5344223976135254,0.9978213310241699,0.6960486173629761,0.5346534848213196,0.20000000298023224,0.6967741847038269,0.20000000298023224,0.5346534848213196,0.5381062626838684,0.7002212405204773,0.5381062626838684,1.0,0.6996996998786926,0.5381062626838684,0.20000000298023224,0.6996996998786926,0.20000000298023224,0.5381062626838684
9.0,0.5739489793777466,0.5043929815292358,0.001,0.5346534848213196,0.7025548219680786,0.5346534848213196,1.0,0.6967741847038269,0.5346534848213196,0.20000000298023224,0.6967741847038269,0.20000000298023224,0.5346534848213196,0.5381062626838684,0.702645480632782,0.5381062626838684,1.0,0.6996996998786926,0.5381062626838684,0.20000000298023224,0.6996996998786926,0.20000000298023224,0.5381062626838684
