epoch,train_loss,val_loss,lr,train_accuracy,train_bce,train_precision,train_recall,train_f1,train_best_accuracy,train_best_threshold,train_best_f1,train_best_f1_threshold,train_accuracy_at_best_f1,val_accuracy,val_bce,val_precision,val_recall,val_f1,val_best_accuracy,val_best_threshold,val_best_f1,val_best_f1_threshold,val_accuracy_at_best_f1
0.0,0.4840834140777588,0.501755952835083,0.0008,0.5346534848213196,0.7712177634239197,0.5346534848213196,1.0,0.6967741847038269,0.5410599708557129,0.28999999165534973,0.6967741847038269,0.20000000298023224,0.5346534848213196,0.461893767118454,0.7702944278717041,0.0,0.0,0.0,0.5404157042503357,0.27000001072883606,0.7007519006729126,0.27000001072883606,0.5404157042503357
1.0,0.4881969392299652,0.4894735813140869,0.0008,0.531158983707428,0.7734786868095398,0.5336109399795532,0.9771241545677185,0.6902654767036438,0.541642427444458,0.2800000011920929,0.6967741847038269,0.20000000298023224,0.5346534848213196,0.5334873199462891,0.7721148133277893,0.5364705920219421,0.9785407781600952,0.6930091381072998,0.5404157042503357,0.2800000011920929,0.6996996998786926,0.20000000298023224,0.5381062626838684
2.0,0.4841582477092743,0.37235215306282043,0.0008,0.5346534848213196,0.7223055362701416,0.5346534848213196,1.0,0.6967741847038269,0.5463016629219055,0.3400000035762787,0.6967741847038269,0.20000000298023224,0.5346534848213196,0.5381062626838684,0.7257904410362244,0.5381062626838684,1.0,0.6996996998786926,0.5381062626838684,0.20000000298023224,0.6996996998786926,0.20000000298023224,0.5381062626838684
3.0,0.48297467827796936,0.377892404794693,0.0008,0.5346534848213196,0.7432619333267212,0.5346534848213196,1.0,0.6967741847038269,0.5468841195106506,0.33000001311302185,0.6968085169792175,0.30000001192092896,0.5352358818054199,0.5381062626838684,0.7415289878845215,0.5381062626838684,1.0,0.6996996998786926,0.5381062626838684,0.20000000298023224,0.6996996998786926,0.20000000298023224,0.5381062626838684
4.0,0.48053810000419617,0.3937768042087555,0.0008,0.5346534848213196,0.7284384369850159,0.5346534848213196,1.0,0.6967741847038269,0.5439720153808594,0.3700000047683716,0.6968085169792175,0.3199999928474426,0.5352358818054199,0.5381062626838684,0.7335247993469238,0.5381062626838684,1.0,0.6996996998786926,0.5381062626838684,0.20000000298023224,0.6996996998786926,0.20000000298023224,0.5381062626838684
5.0,0.4792201519012451,0.3720957934856415,0.0008,0.5340710282325745,0.7441756725311279,0.5343822836875916,0.998910665512085,0.6962794065475464,0.5439720153808594,0.33000001311302185,0.6967741847038269,0.20000000298023224,0.5346534848213196,0.5357967615127563,0.7488399147987366,0.5379146933555603,0.9742489457130432,0.6931297779083252,0.5381062626838684,0.20000000298023224,0.6996996998786926,0.20000000298023224,0.5381062626838684
6.0,0.4799356460571289,0.33517101407051086,0.0008,0.5387303233146667,0.7585806846618652,0.5370588302612305,0.9945533871650696,0.6974790096282959,0.5439720153808594,0.3100000023841858,0.6976036429405212,0.25999999046325684,0.5369831323623657,0.5357967615127563,0.7716983556747437,0.5400000214576721,0.9270386099815369,0.6824644804000854,0.5496535897254944,0.2800000011920929,0.7007519006729126,0.20999999344348907,0.5404157042503357
7.0,0.477390855550766,0.27494025230407715,0.0008,0.5381479263305664,0.7311794757843018,0.5366999506950378,0.9956427216529846,0.6974437236785889,0.5497961640357971,0.36000001430511475,0.6974437236785889,0.27000001072883606,0.5381479263305664,0.531177818775177,0.759428083896637,0.5367646813392639,0.9399141669273376,0.6833073496818542,0.5404157042503357,0.2199999988079071,0.7007519006729126,0.2199999988079071,0.5404157042503357
8.0,0.4795037508010864,0.26516038179397583,0.0008,0.5340710282325745,0.7262882590293884,0.5344626307487488,0.9967319965362549,0.6958174705505371,0.5591147541999817,0.36000001430511475,0.6967741847038269,0.20000000298023224,0.5346534848213196,0.5288683772087097,0.7682616114616394,0.5365239381790161,0.9141631126403809,0.6761904954910278,0.5473440885543823,0.3100000023841858,0.7007519006729126,0.2199999988079071,0.5404157042503357
9.0,0.47873565554618835,0.34835439920425415,0.0008,0.5346534848213196,0.7635225653648376,0.5346534848213196,1.0,0.6967741847038269,0.5486313104629517,0.3199999928474426,0.6973034739494324,0.25,0.5358182787895203,0.531177818775177,0.7900530099868774,0.5418994426727295,0.832617998123169,0.6565144062042236,0.5519630312919617,0.23999999463558197,0.7039275169372559,0.23000000417232513,0.5473440885543823
10.0,0.4750188887119293,0.23047444224357605,0.0008,0.5369831323623657,0.7244843244552612,0.535943865776062,0.998910665512085,0.6976036429405212,0.5521258115768433,0.33000001311302185,0.6980482339859009,0.27000001072883606,0.5404775738716125,0.545034646987915,0.7711265087127686,0.5418604612350464,1.0,0.7028657793998718,0.556581974029541,0.25,0.7055214643478394,0.25,0.556581974029541
11.0,0.47551700472831726,0.2708328366279602,0.0008,0.5375655293464661,0.7539218068122864,0.5362997651100159,0.9978213310241699,0.697638988494873,0.5497961640357971,0.3100000023841858,0.697638988494873,0.25,0.5375655293464661,0.5519630312919617,0.7814548015594482,0.5469879508018494,0.9742489457130432,0.7006173133850098,0.5519630312919617,0.25,0.7030302882194519,0.23999999463558197,0.5473440885543823
12.0,0.479537695646286,0.3007875084877014,0.0008,0.5369831323623657,0.7577594518661499,0.5360281467437744,0.9967319965362549,0.6971428394317627,0.5550378561019897,0.3100000023841858,0.6971428394317627,0.25,0.5369831323623657,0.5404157042503357,0.7975437045097351,0.5438144207000732,0.9055793881416321,0.6795490980148315,0.5519630312919617,0.23999999463558197,0.7039275169372559,0.20999999344348907,0.5473440885543823
13.0,0.4759891629219055,0.22546863555908203,0.0008,0.5346534848213196,0.7280334830284119,0.5347343683242798,0.9978213310241699,0.696313202381134,0.5602795481681824,0.36000001430511475,0.6967741847038269,0.20000000298023224,0.5346534848213196,0.5404157042503357,0.7776551246643066,0.5442708134651184,0.8969957232475281,0.6774716377258301,0.5496535897254944,0.23000000417232513,0.698608934879303,0.23000000417232513,0.5496535897254944
14.0,0.4708274304866791,0.32263922691345215,0.0008,0.5346534848213196,0.7570210099220276,0.5346534848213196,1.0,0.6967741847038269,0.5428072214126587,0.28999999165534973,0.6971428394317627,0.25999999046325684,0.5369831323623657,0.556581974029541,0.7809369564056396,0.5486935973167419,0.991416335105896,0.7064220309257507,0.556581974029541,0.25,0.7064220309257507,0.25,0.556581974029541
15.0,0.47197678685188293,0.2671758532524109,0.0008,0.5393127799034119,0.7617529034614563,0.5379557609558105,0.9803921580314636,0.6947124600410461,0.5521258115768433,0.3199999928474426,0.6962794065475464,0.20000000298023224,0.5340710282325745,0.519630491733551,0.833878755569458,0.5423728823661804,0.6866952776908875,0.6060606241226196,0.5357967615127563,0.20000000298023224,0.68544602394104,0.20000000298023224,0.5357967615127563
16.0,0.4722420275211334,0.2603703439235687,0.0008,0.5334886312484741,0.7498034834861755,0.5341506004333496,0.9967319965362549,0.6955530047416687,0.5550378561019897,0.3400000035762787,0.6967741847038269,0.20000000298023224,0.5346534848213196,0.5103926062583923,0.8256858587265015,0.534201979637146,0.7038626670837402,0.6074073910713196,0.5519630312919617,0.20999999344348907,0.6975308656692505,0.20000000298023224,0.5473440885543823
17.0,0.47269579768180847,0.21231527626514435,0.0008,0.5387303233146667,0.7542001605033875,0.5371900796890259,0.9912853837013245,0.6967840790748596,0.5585322976112366,0.3199999928474426,0.6967840790748596,0.25,0.5387303233146667,0.531177818775177,0.8167955279350281,0.548701286315918,0.725321888923645,0.6247689723968506,0.5519630312919617,0.2199999988079071,0.6964560747146606,0.20000000298023224,0.545034646987915
18.0,0.47248661518096924,0.1897057145833969,0.0008,0.5346534848213196,0.70864337682724,0.5346534848213196,1.0,0.6967741847038269,0.5573675036430359,0.3700000047683716,0.6967741847038269,0.20000000298023224,0.5346534848213196,0.545034646987915,0.7560746669769287,0.5424528121948242,0.9871244430541992,0.7001522183418274,0.5542725324630737,0.25999999046325684,0.7026194334030151,0.25999999046325684,0.5542725324630737
19.0,0.4689026474952698,0.2333739697933197,0.0008,0.5428072214126587,0.7715355753898621,0.5413300395011902,0.9488017559051514,0.6893549561500549,0.5538730621337891,0.3100000023841858,0.6967741847038269,0.20000000298023224,0.5346534848213196,0.4849884510040283,0.8450299501419067,0.5186567306518555,0.5965664982795715,0.5548902153968811,0.531177818775177,0.20000000298023224,0.6709886789321899,0.20000000298023224,0.531177818775177
20.0,0.46980440616607666,0.17537474632263184,0.0008,0.5346534848213196,0.7128972411155701,0.5346534848213196,1.0,0.6967741847038269,0.5608619451522827,0.36000001430511475,0.6968882083892822,0.27000001072883606,0.5404775738716125,0.5473440885543823,0.8017922043800354,0.5527065396308899,0.832617998123169,0.664383590221405,0.5588914752006531,0.20000000298023224,0.7083969712257385,0.20000000298023224,0.5588914752006531
