epoch,train_loss,val_loss,lr,train_accuracy,train_bce,train_precision,train_recall,train_f1,train_best_accuracy,train_best_threshold,train_best_f1,train_best_f1_threshold,train_accuracy_at_best_f1,val_accuracy,val_bce,val_precision,val_recall,val_f1,val_best_accuracy,val_best_threshold,val_best_f1,val_best_f1_threshold,val_accuracy_at_best_f1
0.0,0.6526356935501099,0.5287148356437683,0.0005,0.5399274230003357,0.6933003067970276,0.5401725172996521,0.9991603493690491,0.7012374997138977,0.5435571670532227,0.5249999761581421,0.7016200423240662,0.30000001192092896,0.540381133556366,0.523809552192688,0.6986998915672302,0.5260416865348816,0.961904764175415,0.680134654045105,0.5313283205032349,0.46000000834465027,0.6919274926185608,0.46000000834465027,0.5313283205032349
1.0,0.7025418877601624,0.6385706067085266,0.0005,0.5394737124443054,0.6896901726722717,0.5421052575111389,0.9513014554977417,0.6906430721282959,0.5480943918228149,0.5049999952316284,0.7016200423240662,0.30000001192092896,0.540381133556366,0.5213032364845276,0.6965401768684387,0.525469183921814,0.9333333373069763,0.6723842024803162,0.5288220643997192,0.3499999940395355,0.6907894611358643,0.3499999940395355,0.5288220643997192
2.0,0.6931626200675964,0.6574317216873169,0.0005,0.5372051000595093,0.6897990107536316,0.5398229956626892,0.9731318354606628,0.6944277882575989,0.5412885546684265,0.41999998688697815,0.701681911945343,0.41999998688697815,0.5412885546684265,0.5263158082962036,0.6922107338905334,0.5275590419769287,0.9571428298950195,0.6802030205726624,0.5288220643997192,0.38499999046325684,0.6907894611358643,0.38499999046325684,0.5288220643997192
3.0,0.6928960084915161,0.5906123518943787,0.0005,0.540381133556366,0.6921688914299011,0.5404545664787292,0.9983207583427429,0.7012680768966675,0.5449183583259583,0.5149999856948853,0.7016200423240662,0.30000001192092896,0.540381133556366,0.5263158082962036,0.695402204990387,0.5265823006629944,0.9904761910438538,0.6876032948493958,0.5413534045219421,0.5649999976158142,0.6907894611358643,0.4300000071525574,0.5288220643997192
4.0,0.690139651298523,0.5615378022193909,0.0005,0.540381133556366,0.6907875537872314,0.540381133556366,1.0,0.7016200423240662,0.5458257794380188,0.5199999809265137,0.701681911945343,0.4950000047683716,0.5412885546684265,0.5263158082962036,0.6963531374931335,0.5263158082962036,1.0,0.6896551847457886,0.5288220643997192,0.47999998927116394,0.6897689700126648,0.47999998927116394,0.5288220643997192
5.0,0.6903408765792847,0.5606991052627563,0.0005,0.540381133556366,0.690899133682251,0.540381133556366,1.0,0.7016200423240662,0.5458257794380188,0.5350000262260437,0.7016200423240662,0.30000001192092896,0.540381133556366,0.5263158082962036,0.69512939453125,0.5263158082962036,1.0,0.6896551847457886,0.5313283205032349,0.5400000214576721,0.6907894611358643,0.48500001430511475,0.5288220643997192
6.0,0.6904072165489197,0.5927931070327759,0.0005,0.540381133556366,0.691964328289032,0.540381133556366,1.0,0.7016200423240662,0.5449183583259583,0.5,0.7020962238311768,0.48500001430511475,0.5421960353851318,0.5263158082962036,0.6951417326927185,0.5263158082962036,1.0,0.6896551847457886,0.5388470888137817,0.5649999976158142,0.6898838877677917,0.47999998927116394,0.5313283205032349
7.0,0.6907317042350769,0.5120753049850464,0.0005,0.540381133556366,0.6928759813308716,0.540381133556366,1.0,0.7016200423240662,0.5421960353851318,0.5099999904632568,0.7018267512321472,0.5,0.5408348441123962,0.5263158082962036,0.7016876339912415,0.5263158082962036,1.0,0.6896551847457886,0.5313283205032349,0.5649999976158142,0.6896551847457886,0.30000001192092896,0.5263158082962036
8.0,0.689443826675415,0.5893067717552185,0.0005,0.540381133556366,0.6897645592689514,0.540381133556366,1.0,0.7016200423240662,0.5480943918228149,0.5249999761581421,0.7023035883903503,0.5,0.5426497459411621,0.5263158082962036,0.6938909292221069,0.5263158082962036,1.0,0.6896551847457886,0.5413534045219421,0.5299999713897705,0.6897689700126648,0.5,0.5288220643997192
9.0,0.690274715423584,0.654378354549408,0.0005,0.5344827771186829,0.6910749077796936,0.5388235449790955,0.961376965045929,0.6905910968780518,0.5417422652244568,0.4350000023841858,0.7022405862808228,0.4350000023841858,0.5417422652244568,0.5288220643997192,0.6923201084136963,0.5277777910232544,0.9952380657196045,0.6897689700126648,0.5288220643997192,0.44999998807907104,0.6897689700126648,0.44999998807907104,0.5288220643997192
10.0,0.6904285550117493,0.5888720750808716,0.0005,0.540381133556366,0.6890069842338562,0.540381133556366,1.0,0.7016200423240662,0.540381133556366,0.30000001192092896,0.7016200423240662,0.30000001192092896,0.540381133556366,0.5263158082962036,0.6933613419532776,0.5263158082962036,1.0,0.6896551847457886,0.5288220643997192,0.4749999940395355,0.6907894611358643,0.4749999940395355,0.5288220643997192
11.0,0.6903339624404907,0.6550820469856262,0.0005,0.540381133556366,0.6898646950721741,0.5405651926994324,0.9958018660545349,0.7007385492324829,0.5480943918228149,0.48500001430511475,0.7017751336097717,0.4749999940395355,0.5426497459411621,0.5288220643997192,0.691495954990387,0.5277777910232544,0.9952380657196045,0.6897689700126648,0.5338345766067505,0.47999998927116394,0.6897689700126648,0.45500001311302185,0.5288220643997192
12.0,0.6892138719558716,0.5725264549255371,0.0005,0.540381133556366,0.6897847652435303,0.540381133556366,1.0,0.7016200423240662,0.5412885546684265,0.4650000035762787,0.701681911945343,0.4650000035762787,0.5412885546684265,0.5263158082962036,0.6955432295799255,0.5263158082962036,1.0,0.6896551847457886,0.5338345766067505,0.5299999713897705,0.6897689700126648,0.49000000953674316,0.5288220643997192
